,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT_W_CITY,APPL_DATETIME,DATE_BIRTH
145933,0,Cash loans,M,Y,Y,157500,279000,16987.5,279000,Secondary / secondary special,House / apartment,0.018209,3,11/1/2015 8:53,15-06-1980
174637,0,Cash loans,F,N,Y,157500,942300,34749,675000,Secondary / secondary special,House / apartment,0.019101,2,9/8/2017 2:44,6/3/1958
163622,1,Cash loans,F,N,Y,283500,1066320,38430,900000,Secondary / secondary special,House / apartment,0.018634,2,8/28/2016 1:08,23-05-1995
68298,0,Cash loans,M,N,N,157500,291384,20722.5,270000,Higher education,House / apartment,0.028663,2,10/20/2018 11:45,27-07-1972
175412,0,Cash loans,M,Y,N,177750,1417500,38979,1417500,Secondary / secondary special,House / apartment,0.025164,2,9/15/2015 2:48,28-03-1983
99435,0,Cash loans,F,N,Y,94500,318528,23305.5,252000,Secondary / secondary special,House / apartment,0.020713,2,3/12/2015 7:36,11/9/1947
122647,0,Cash loans,F,N,N,247500,539100,26064,450000,Higher education,House / apartment,0.025164,2,12/2/2017 12:14,15-06-1994
187052,0,Cash loans,F,N,Y,225000,800500.5,53842.5,715500,Higher education,House / apartment,0.019689,2,7/8/2017 17:07,1/10/1949
141675,0,Revolving loans,F,N,Y,135000,405000,20250,405000,Secondary / secondary special,House / apartment,0.006305,3,10/25/2018 14:23,6/6/1993
174865,0,Cash loans,F,N,Y,202500,592560,28638,450000,Higher education,House / apartment,0.025164,2,9/6/2018 14:21,24-05-1989
186803,1,Cash loans,F,N,N,180000,263686.5,25816.5,238500,Secondary / secondary special,House / apartment,0.008019,2,2/28/2015 5:39,25-12-1977
60245,0,Cash loans,F,N,N,126000,225000,10944,225000,Secondary / secondary special,With parents,0.01885,2,7/31/2017 18:05,17-10-1973
181882,0,Cash loans,F,N,Y,405000,1665558,58023,1521000,Secondary / secondary special,House / apartment,0.010006,2,6/20/2018 0:53,28-11-1978
142052,0,Cash loans,F,Y,Y,270000,592560,22698,450000,Higher education,House / apartment,0.016612,2,7/7/2018 15:25,18-12-1976
180791,0,Cash loans,F,N,Y,855000,790830,62613,675000,Higher education,House / apartment,0.032561,1,11/9/2016 23:08,6/2/1987
173860,0,Cash loans,F,N,Y,180000,1024740,55719,900000,Higher education,House / apartment,0.032561,1,10/30/2016 17:10,11/1/1982
118626,0,Cash loans,F,N,N,360000,1327500,52776,1327500,Higher education,Rented apartment,0.018209,3,12/11/2016 16:46,6/12/1993
136651,1,Cash loans,M,N,Y,157500,755190,36459,675000,Incomplete higher,House / apartment,0.005084,2,11/25/2016 12:54,15-11-1959
78991,0,Cash loans,F,N,Y,112500,127350,12726,112500,Secondary / secondary special,House / apartment,0.0228,2,9/9/2015 3:02,24-09-1961
116339,0,Cash loans,F,N,Y,225000,1113399,47304,945000,Secondary / secondary special,House / apartment,0.04622,1,8/5/2017 10:22,25-09-1952
111905,0,Cash loans,F,N,N,112500,450000,22018.5,450000,Higher education,With parents,0.020713,2,4/20/2016 14:32,3/11/1988
104961,0,Cash loans,M,Y,Y,315000,285264,30082.5,252000,Higher education,House / apartment,0.018029,2,11/25/2015 18:20,30-03-1953
52242,1,Cash loans,M,Y,N,202500,327024,15241.5,270000,Secondary / secondary special,House / apartment,0.006671,2,7/20/2016 20:42,19-08-1956
189725,0,Cash loans,M,Y,Y,225000,679500,19867.5,679500,Secondary / secondary special,House / apartment,0.025164,2,9/29/2015 8:27,20-01-1951
75893,0,Cash loans,F,Y,N,130500,900000,35694,900000,Secondary / secondary special,House / apartment,0.005144,2,7/2/2015 10:06,20-08-1988
68251,0,Revolving loans,F,N,Y,90000,270000,13500,270000,Higher education,House / apartment,0.022625,2,10/1/2017 15:40,24-10-1985
58228,0,Revolving loans,F,N,Y,49500,157500,7875,157500,Secondary / secondary special,House / apartment,0.026392,2,6/14/2016 12:51,7/4/1953
72256,0,Cash loans,M,Y,N,225000,505066.5,46867.5,468000,Secondary / secondary special,House / apartment,0.072508,1,12/8/2018 4:23,8/7/1957
60439,0,Cash loans,F,N,Y,360000,719860.5,48429,679500,Secondary / secondary special,House / apartment,0.010276,2,7/20/2017 20:23,29-10-1969
108205,0,Cash loans,F,N,Y,94500,508495.5,22527,454500,Secondary / secondary special,House / apartment,0.01885,2,9/22/2017 6:27,10/1/1969
58303,0,Revolving loans,F,N,Y,99000,202500,10125,202500,Secondary / secondary special,House / apartment,0.031329,2,11/25/2018 16:10,13-02-1966
152145,0,Cash loans,F,N,Y,112500,675000,29862,675000,Secondary / secondary special,House / apartment,0.02461,2,5/25/2015 1:58,8/5/1954
185896,0,Cash loans,M,Y,Y,360000,659025,48087,562500,Secondary / secondary special,House / apartment,0.04622,1,3/11/2016 8:52,15-06-1976
146130,0,Cash loans,F,N,Y,225000,787131,30631.5,679500,Secondary / secondary special,House / apartment,0.04622,1,2/8/2015 16:02,2/5/1960
182970,0,Cash loans,F,Y,N,112500,1288350,41692.5,1125000,Secondary / secondary special,House / apartment,0.025164,2,7/14/2017 10:36,23-06-1954
65959,0,Cash loans,M,Y,Y,157500,247275,19548,225000,Higher education,House / apartment,0.032561,1,2/4/2018 15:54,11/3/1963
133835,0,Cash loans,F,Y,Y,135000,1078200,31653,900000,Secondary / secondary special,Rented apartment,0.00496,2,10/24/2017 15:38,20-07-1959
89531,0,Revolving loans,M,Y,Y,315000,900000,45000,900000,Secondary / secondary special,House / apartment,0.035792,2,1/23/2015 12:47,16-08-1948
146871,0,Cash loans,M,Y,Y,157500,545040,26640,450000,Secondary / secondary special,House / apartment,0.022625,2,6/13/2017 17:50,20-09-1991
85608,0,Cash loans,F,N,N,180000,888840,28039.5,675000,Higher education,House / apartment,0.04622,1,2/9/2018 12:42,2/1/1955
66272,0,Cash loans,F,N,N,135000,1288350,37795.5,1125000,Secondary / secondary special,House / apartment,0.022625,2,5/13/2018 2:01,25-07-1981
123623,0,Cash loans,F,N,Y,247500,260640,31059,225000,Secondary / secondary special,House / apartment,0.072508,1,1/24/2017 0:12,18-05-1950
130088,0,Cash loans,F,Y,Y,135000,728460,44694,675000,Secondary / secondary special,House / apartment,0.001417,2,12/24/2015 18:51,3/8/1956
94124,0,Cash loans,F,Y,Y,112500,284400,16011,225000,Secondary / secondary special,House / apartment,0.016612,2,2/15/2015 2:38,28-08-1969
95013,0,Cash loans,F,N,N,76500,507775.5,25794,470511,Higher education,House / apartment,0.005084,2,11/21/2015 7:49,28-12-1958
151391,0,Cash loans,M,Y,Y,112500,679500,19998,679500,Secondary / secondary special,House / apartment,0.025164,2,12/19/2018 13:42,14-10-1986
148634,0,Cash loans,M,N,N,180000,792346.5,26185.5,684000,Secondary / secondary special,House / apartment,0.02461,2,5/16/2016 7:04,26-05-1952
191944,0,Cash loans,M,Y,Y,202500,416052,19525.5,292500,Secondary / secondary special,House / apartment,0.035792,2,1/21/2018 12:25,17-11-1965
148618,0,Revolving loans,M,Y,Y,180000,270000,13500,270000,Secondary / secondary special,House / apartment,0.010032,2,12/5/2017 10:11,6/8/1966
57224,0,Cash loans,F,N,Y,112500,646920,19044,540000,Secondary / secondary special,House / apartment,0.026392,2,8/9/2017 18:36,30-07-1965
85914,1,Cash loans,M,N,Y,37800,345645,16942.5,243000,Secondary / secondary special,House / apartment,0.006852,3,2/22/2018 14:44,12/7/1953
74641,0,Cash loans,M,N,N,225000,509922,28471.5,472500,Secondary / secondary special,House / apartment,0.014464,2,1/29/2016 2:10,24-06-1952
130659,0,Cash loans,M,N,Y,157500,675000,24799.5,675000,Higher education,House / apartment,0.01452,2,9/25/2018 6:41,11/5/1955
195261,0,Cash loans,F,N,Y,67500,113760,6480,90000,Secondary / secondary special,House / apartment,0.019101,2,3/23/2015 7:43,2/7/1959
48562,0,Cash loans,F,N,Y,112500,573628.5,25398,463500,Secondary / secondary special,House / apartment,0.020246,3,11/13/2017 8:05,31-12-1952
61179,0,Cash loans,M,N,Y,90000,573943.5,26595,513000,Secondary / secondary special,House / apartment,0.01885,2,8/24/2017 14:11,7/7/1972
71505,0,Cash loans,M,Y,Y,315000,254700,23944.5,225000,Higher education,House / apartment,0.011703,2,1/25/2017 0:01,15-08-1995
190579,1,Cash loans,F,N,Y,139500,450000,12757.5,450000,Secondary / secondary special,House / apartment,0.026392,2,8/12/2017 13:16,3/10/1965
176588,0,Cash loans,M,N,Y,90000,284400,16456.5,225000,Secondary / secondary special,House / apartment,0.020246,3,2/26/2016 5:35,23-05-1953
170457,0,Cash loans,F,N,Y,135000,993082.5,42205.5,913500,Secondary / secondary special,House / apartment,0.010147,2,4/27/2017 7:42,29-09-1981
149278,0,Cash loans,F,N,N,202500,526491,22437,454500,Lower secondary,House / apartment,0.020713,3,11/27/2016 13:42,13-07-1973
49383,0,Cash loans,F,N,Y,180000,669600,34317,598500,Secondary / secondary special,House / apartment,0.0228,2,12/16/2017 4:04,10/2/1956
196461,0,Cash loans,F,Y,N,90000,284400,13833,225000,Secondary / secondary special,House / apartment,0.00963,2,7/20/2018 13:51,12/3/1990
150115,0,Cash loans,F,N,Y,112500,720000,21181.5,720000,Secondary / secondary special,House / apartment,0.009334,2,3/1/2015 0:07,5/8/1978
142816,0,Cash loans,F,Y,Y,112500,1183963.5,34749,927000,Secondary / secondary special,House / apartment,0.022625,2,5/23/2016 5:56,4/4/1981
85361,0,Cash loans,F,N,Y,103500,1017000,43218,1017000,Secondary / secondary special,House / apartment,0.006296,3,12/6/2015 18:31,16-06-1962
78855,0,Cash loans,M,Y,N,270000,1096020,56092.5,900000,Secondary / secondary special,House / apartment,0.04622,1,9/21/2016 12:48,18-08-1954
48940,0,Cash loans,M,N,Y,337500,720000,39190.5,720000,Secondary / secondary special,House / apartment,0.04622,1,3/20/2016 13:39,22-08-1953
97699,0,Cash loans,F,N,N,72000,808650,26086.5,675000,Secondary / secondary special,With parents,0.030755,2,3/5/2016 4:39,12/10/1967
86595,0,Cash loans,M,N,Y,180000,634041,22905,481500,Secondary / secondary special,House / apartment,0.022625,2,3/11/2016 23:42,30-07-1974
193044,0,Cash loans,F,N,Y,90000,239850,23494.5,225000,Lower secondary,House / apartment,0.006852,3,9/16/2015 8:02,11/2/1987
135380,0,Cash loans,F,N,Y,99000,280170,29547,247500,Secondary / secondary special,House / apartment,0.014464,2,5/27/2016 15:10,20-01-1963
85743,0,Cash loans,M,Y,N,247500,1575000,45270,1575000,Higher education,House / apartment,0.032561,1,12/11/2015 20:27,23-08-1953
145295,0,Cash loans,F,N,Y,94500,175896,9670.5,126000,Secondary / secondary special,With parents,0.011657,1,4/8/2018 10:56,14-09-1979
101432,0,Cash loans,F,N,Y,540000,2156400,57015,1800000,Higher education,Office apartment,0.072508,1,1/17/2015 15:06,29-05-1960
180874,0,Cash loans,F,N,N,267300,703584,20700,504000,Secondary / secondary special,House / apartment,0.0228,2,7/17/2015 12:19,5/1/1969
43924,0,Cash loans,M,Y,Y,90000,563877,28921.5,504000,Secondary / secondary special,House / apartment,0.035792,2,8/17/2018 4:51,8/11/1971
194985,0,Cash loans,M,N,Y,135000,450000,35554.5,450000,Secondary / secondary special,House / apartment,0.030755,2,9/5/2017 4:17,15-08-1995
86474,0,Cash loans,F,N,Y,58500,101880,10206,90000,Secondary / secondary special,House / apartment,0.020713,3,6/29/2018 5:02,2/10/1956
84585,0,Cash loans,F,Y,Y,135000,156384,16551,135000,Higher education,House / apartment,0.04622,1,11/3/2016 13:36,6/1/1968
125454,0,Cash loans,F,N,Y,270000,557005.5,24664.5,423000,Secondary / secondary special,House / apartment,0.01885,2,9/8/2015 18:59,17-10-1982
92300,0,Cash loans,M,N,Y,270000,761872.5,61213.5,675000,Secondary / secondary special,House / apartment,0.025164,2,8/30/2017 23:35,26-08-1980
175599,0,Cash loans,F,N,Y,27000,95940,10201.5,90000,Secondary / secondary special,House / apartment,0.028663,2,5/9/2018 0:36,17-04-1956
160436,0,Cash loans,M,Y,N,157500,675000,32472,675000,Secondary / secondary special,House / apartment,0.015221,2,6/17/2016 17:36,6/8/1982
103913,0,Cash loans,M,Y,Y,360000,1746000,60817.5,1746000,Higher education,House / apartment,0.028663,2,1/25/2015 17:21,21-12-1955
57385,0,Revolving loans,F,N,Y,126000,382500,19125,382500,Secondary / secondary special,House / apartment,0.018634,2,7/23/2017 20:24,27-12-1958
110330,0,Cash loans,F,N,Y,72000,269982,30663,238500,Secondary / secondary special,House / apartment,0.008068,3,10/14/2016 2:54,3/5/1954
132432,0,Cash loans,F,N,Y,270000,1192500,37575,1192500,Secondary / secondary special,House / apartment,0.028663,2,5/20/2017 15:24,2/12/1991
136810,0,Cash loans,F,N,Y,123750,781920,28215,675000,Secondary / secondary special,House / apartment,0.002042,3,9/25/2018 18:03,26-12-1953
52745,0,Revolving loans,F,N,Y,180000,270000,13500,270000,Secondary / secondary special,House / apartment,0.010276,2,7/7/2018 22:58,4/7/1961
162903,0,Cash loans,F,N,N,112500,239850,23364,225000,Secondary / secondary special,House / apartment,0.026392,2,10/1/2017 3:41,29-05-1983
169398,0,Cash loans,F,N,N,450000,1339884,39307.5,1170000,Secondary / secondary special,Municipal apartment,0.072508,1,2/11/2015 8:50,23-06-1955
122727,0,Cash loans,M,Y,N,270000,675000,20596.5,675000,Secondary / secondary special,House / apartment,0.011703,2,1/9/2015 4:58,9/11/1980
158486,0,Cash loans,M,Y,Y,135000,288873,16713,238500,Secondary / secondary special,House / apartment,0.018801,2,11/10/2015 15:39,7/1/1969
51190,0,Cash loans,F,N,N,81000,450000,13774.5,450000,Secondary / secondary special,House / apartment,0.026392,2,10/2/2015 3:26,2/3/1954
175604,0,Cash loans,M,N,Y,42750,781920,32998.5,675000,Secondary / secondary special,House / apartment,0.025164,2,12/17/2017 20:30,19-06-1952
182195,0,Cash loans,F,N,Y,112500,286704,18468,247500,Secondary / secondary special,House / apartment,0.01885,2,6/8/2015 5:24,26-02-1956
174107,0,Cash loans,M,N,Y,67500,227520,16488,180000,Secondary / secondary special,House / apartment,0.010556,3,1/27/2016 3:01,8/1/1990
117242,0,Cash loans,F,N,Y,112500,448056,17019,315000,Secondary / secondary special,House / apartment,0.014464,2,6/3/2015 16:10,25-03-1967
67970,0,Cash loans,F,N,N,112500,808650,23175,675000,Secondary / secondary special,House / apartment,0.00712,2,5/8/2018 2:43,12/6/1954
67647,0,Cash loans,F,Y,Y,157500,590337,28530,477000,Secondary / secondary special,House / apartment,0.018634,2,6/15/2017 15:57,17-05-1981
55552,0,Cash loans,F,N,Y,180000,808650,26086.5,675000,Secondary / secondary special,House / apartment,0.010276,2,11/6/2015 7:54,24-11-1988
116939,0,Cash loans,F,Y,N,72000,936436.5,39807,837000,Secondary / secondary special,House / apartment,0.020246,3,1/23/2016 14:37,19-09-1954
77204,1,Cash loans,M,Y,Y,180000,90000,9580.5,90000,Secondary / secondary special,House / apartment,0.011657,1,4/9/2015 17:43,25-06-1950
65098,0,Cash loans,M,N,N,144000,450000,21780,450000,Secondary / secondary special,House / apartment,0.010966,2,11/20/2016 0:51,15-05-1957
178281,0,Cash loans,M,Y,Y,202500,381528,25627.5,315000,Secondary / secondary special,House / apartment,0.04622,1,4/15/2016 7:31,19-05-1976
130861,0,Revolving loans,M,N,Y,225000,405000,20250,405000,Secondary / secondary special,House / apartment,0.030755,2,6/6/2018 15:13,6/1/1960
50600,0,Cash loans,M,Y,N,180000,298512,29209.5,270000,Higher education,House / apartment,0.011657,1,10/11/2015 21:06,27-11-1972
114839,0,Cash loans,F,N,Y,99000,127350,13842,112500,Secondary / secondary special,House / apartment,0.01885,2,9/7/2016 14:33,7/5/1989
83145,0,Cash loans,F,N,N,90000,509922,26032.5,472500,Secondary / secondary special,House / apartment,0.019689,2,10/17/2017 0:01,13-10-1976
164685,0,Cash loans,F,N,Y,54000,295668,10750.5,193500,Secondary / secondary special,House / apartment,0.010966,2,9/14/2015 14:08,21-04-1960
167809,0,Cash loans,F,N,Y,180000,1223010,48501,1125000,Higher education,House / apartment,0.00702,2,5/16/2018 20:46,27-11-1985
153001,0,Revolving loans,F,N,Y,157500,180000,9000,180000,Secondary / secondary special,House / apartment,0.009549,2,9/6/2016 7:03,19-08-1950
80648,0,Cash loans,F,N,Y,135000,445086,22855.5,333000,Secondary / secondary special,House / apartment,0.020246,3,6/13/2015 7:13,3/1/1987
73814,0,Cash loans,F,N,Y,495000,1319899.5,47538,1066500,Higher education,House / apartment,0.035792,2,2/21/2016 13:36,5/7/1951
79643,0,Cash loans,F,N,Y,189000,604152,25726.5,540000,Secondary / secondary special,House / apartment,0.02461,2,7/1/2015 2:43,9/10/1950
46162,0,Revolving loans,M,N,Y,112500,270000,13500,270000,Secondary / secondary special,House / apartment,0.030755,2,2/3/2017 5:28,11/2/1959
87512,0,Cash loans,F,N,Y,112500,945000,40167,945000,Secondary / secondary special,House / apartment,0.028663,2,11/26/2017 3:20,2/11/1990
151635,0,Cash loans,M,N,Y,135000,450000,23107.5,450000,Secondary / secondary special,House / apartment,0.019101,2,9/21/2015 20:07,1/3/1968
127481,0,Cash loans,M,N,Y,112500,495216,39019.5,427500,Secondary / secondary special,House / apartment,0.010276,2,11/13/2018 4:41,29-12-1982
49556,0,Cash loans,F,N,Y,135000,1285816.5,42624,1152000,Secondary / secondary special,House / apartment,0.022625,2,3/18/2016 9:47,20-01-1977
157826,0,Cash loans,M,Y,N,360000,229230,24817.5,202500,Secondary / secondary special,House / apartment,0.072508,1,10/30/2015 14:22,5/2/1990
70307,0,Cash loans,F,N,Y,73350,506889,24781.5,418500,Secondary / secondary special,With parents,0.002134,3,10/17/2016 16:40,4/12/1959
135886,0,Cash loans,F,N,Y,112500,75474,5494.5,63000,Secondary / secondary special,House / apartment,0.008575,2,2/23/2016 9:20,21-07-1976
57412,0,Cash loans,M,N,Y,135000,463500,28485,463500,Higher education,House / apartment,0.031329,2,6/3/2016 13:03,6/5/1975
146588,0,Cash loans,M,N,N,157500,521280,28408.5,450000,Secondary / secondary special,House / apartment,0.030755,2,3/15/2016 0:25,9/8/1972
124236,1,Cash loans,F,N,N,67500,808650,29839.5,675000,Secondary / secondary special,House / apartment,0.020713,3,8/13/2017 11:46,27-03-1960
70514,0,Cash loans,M,Y,N,135000,824823,24246,688500,Higher education,With parents,0.002134,3,12/18/2015 21:36,20-09-1949
143459,0,Revolving loans,F,N,Y,130500,270000,13500,270000,Higher education,House / apartment,0.018029,3,9/2/2015 2:13,14-07-1957
85984,0,Cash loans,F,N,Y,108000,136512,9018,108000,Secondary / secondary special,House / apartment,0.035792,2,1/27/2016 17:44,8/6/1982
113478,0,Cash loans,F,Y,Y,315000,450000,43839,450000,Higher education,Office apartment,0.04622,1,9/14/2016 14:13,4/9/1975
143926,0,Cash loans,M,N,Y,180000,1096020,52726.5,900000,Secondary / secondary special,House / apartment,0.02461,2,8/3/2018 21:04,4/12/1974
132385,0,Cash loans,M,N,N,247500,900000,26446.5,900000,Secondary / secondary special,House / apartment,0.020246,3,6/29/2015 6:29,13-06-1987
151520,0,Cash loans,F,N,Y,171000,808650,26217,675000,Secondary / secondary special,House / apartment,0.00702,2,12/10/2015 9:20,2/9/1981
116749,0,Cash loans,F,N,Y,99000,1035832.5,30415.5,904500,Higher education,House / apartment,0.00712,2,7/16/2017 7:49,21-04-1952
142986,0,Cash loans,M,N,Y,360000,601470,30838.5,450000,Secondary / secondary special,House / apartment,0.008019,2,6/20/2016 4:02,25-09-1971
126023,0,Cash loans,M,Y,N,112500,254700,30226.5,225000,Secondary / secondary special,House / apartment,0.028663,2,12/21/2016 8:50,11/3/1983
164050,0,Cash loans,M,Y,N,450000,900000,38133,900000,Higher education,House / apartment,0.018029,3,11/4/2016 2:28,6/2/1953
82251,0,Cash loans,M,N,Y,112500,202500,13180.5,202500,Secondary / secondary special,With parents,0.009175,2,11/6/2018 8:10,16-05-1989
